,Name,State
12274,Kingston Plantation Condos by Hilton,South-Carolina
12275,Lake Paul Wallace,South-Carolina
12276,Landmark Resort,South-Carolina
12277,Le Grande Cirque,South-Carolina
12278,Leaps-n-Bounce,South-Carolina
12279,Litchfield Beach & Golf Resort,South-Carolina
12280,Lodge Alley Inn,South-Carolina
12281,Long Bay Resort,South-Carolina
12282,MagiQuest,South-Carolina
12283,Magnolia Mall,South-Carolina
12284,Magnolia Park Town Center,South-Carolina
12285,Magnolia Plantation and Gardens,South-Carolina
12286,Marina Inn at Grande Dunes,South-Carolina
12287,Marriott Charleston,South-Carolina
12288,Marriott Resort at Grande Dunes Myrtle Beach,South-Carolina
12289,Marriott's Monarch at Sea Pines,South-Carolina
12290,Marriott's OceanWatch Villas at Grande Dunes,South-Carolina
12291,May River Golf Club at Palmetto Bluff,South-Carolina
12292,Medieval Times,South-Carolina
12293,Meridian Plaza,South-Carolina
12294,Middleton Place,South-Carolina
12295,Midtown at Forest Acres,South-Carolina
12296,Monterey Bay Suites,South-Carolina
12297,Morris Island Lighthouse,South-Carolina
12298,Mt. Atlanticus,South-Carolina
12299,Museum of York County,South-Carolina
12300,Myrtle Beach Mall,South-Carolina
12301,Myrtle Beach Resort,South-Carolina
12302,"Myrtle Beach State Park - Myrtle Beach, South Carolina -Park By The Beach For Camping",South-Carolina
12303,Myrtle Waves,South-Carolina
12304,Mystic Sea Resort,South-Carolina
12305,NarroWay Theatre & Conference Center,South-Carolina
12306,NASCAR SpeedPark,South-Carolina
12307,Nathaniel Russell House,South-Carolina
12308,North Beach Plantation,South-Carolina
12309,"North Charleston Coliseum & Performing Arts Center - North Charleston, SC",South-Carolina
12310,North Myrtle Beach,South-Carolina
12311,Northwoods Mall,South-Carolina
12312,Ocean Creek Resort,South-Carolina
12313,Ocean Drive Beach and Golf Resort,South-Carolina
12314,Ocean Dunes Resort,South-Carolina
12315,Ocean Forest Plaza,South-Carolina
12316,Ocean Park Resort,South-Carolina
12317,Ocean Reef Hotel,South-Carolina
12318,Oceans One Resort,South-Carolina
12319,Oconee State Park,South-Carolina
12320,Palace Theater,South-Carolina
12321,Parris Island Museum,South-Carolina
12322,Patricia Grand Resort,South-Carolina
12323,"Patriots Point Naval & Maritime Museum - Mount Pleasant, South Carolina Maritime Museum",South-Carolina
12324,Poindexter Ocean Front Resort,South-Carolina
12325,Polynesian Beach & Golf Resort,South-Carolina
12326,Prince of Orange Mall,South-Carolina
12327,Prince Resort Condos,South-Carolina
12328,Rainbow Harbor Shopping Center,South-Carolina
12329,Residence Inn Charleston Downtown/Riverview,South-Carolina
12330,Ripley's Aquarium,South-Carolina
12331,Riverbanks Zoo,South-Carolina
12332,Robert Mills Historic House and Park - Columbia,South-Carolina
12333,Rock Hill Galleria,South-Carolina
12334,Rose Hill Plantation State Historical Site,South-Carolina
12335,Roxanne Towers,South-Carolina
12336,Royale Palms Condos by Hilton,South-Carolina
12337,Sand Dunes Resort Hotel,South-Carolina
12338,Sandcastle Oceanfront Resort at the Pavilion,South-Carolina
12339,Sandcastle South Beach Resort,South-Carolina
12340,Sands Beach Club Resort,South-Carolina
12341,Sands Ocean Club Resort,South-Carolina
12342,Sandy Beach Resort,South-Carolina
12343,Santee State Park,South-Carolina
12344,Sea Crest Oceanfront Resort,South-Carolina
12345,Sea Mist Oceanfront Resort,South-Carolina
12346,Sea Watch Resort,South-Carolina
12347,SeaSide Hotel,South-Carolina
12348,Sheldon Church Ruins,South-Carolina
12349,Shem Creek Inn,South-Carolina
12350,Sheraton Broadway Plantation,South-Carolina
12351,Sheraton Columbia Downtown Hotel,South-Carolina
12352,Sheraton Myrtle Beach Convention Center,South-Carolina
12353,South Carolina Aquarium,South-Carolina
12354,South Carolina Railroad Museum,South-Carolina
12355,South Carolina State Museum,South-Carolina
12356,Springmaid Beach Resort & Conference Center,South-Carolina
12357,St. Stephen's Episcopal Church,South-Carolina
12358,State Capitol,South-Carolina
12359,"Swan Lake - Iris Gardens - Sumter, SC - Treasure of Irises and Swans",South-Carolina
12360,"T.I.G.E.R.S. Preservation Station - North Myrtle Beach, South Carolina Wildlife Exhibit & Zoo",South-Carolina
12361,Table Rock State Park,South-Carolina
12362,Tanger Outlets,South-Carolina
12363,"Tanger Outlets Myrtle Beach Hwy 17 - Myrtle Beach, South Carolina Shopping Outlet Center",South-Carolina
12364,The Carolina Opry,South-Carolina
12365,"The Children's Museum of South Carolina - Myrtle Beach, South Carolina Museum with Interactive Exhibits and Programs",South-Carolina
12366,"The Dunes Golf & Beach Club, Myrtle Beach, South Carolina ? Considered by Many to Be the Masterpiece of Legendary Designer Robert Trent Jones, Sr",South-Carolina
12367,The Forde Doll & Doll House Collection,South-Carolina
12368,The Francis Marion Hotel,South-Carolina
12369,"The Heritage Club, Pawleys Island, South Carolina - the #1 Golf Course on the Grand Strand, According to Golf Digest",South-Carolina
12370,The Mall at Shelter Cove,South-Carolina
12371,The Market Common,South-Carolina
12372,The Ocean Course,South-Carolina
12373,The Palace Resort,South-Carolina
12374,The Palms Hotel,South-Carolina
12375,The Reef at South Beach,South-Carolina
12376,The Rhett House Inn,South-Carolina
12377,The Sanctuary at Kiawah Island,South-Carolina
12378,The Westin Hilton Head Island Resort & Spa - Hilton Head,South-Carolina
12379,The Westin Poinsett,South-Carolina
12380,The Whitney Hotel,South-Carolina
12381,Tidewater Golf Club,South-Carolina
12382,Towers on the Grove,South-Carolina
12383,Trinity Episcopal Cathedral,South-Carolina
12384,USS Yorktown,South-Carolina
12385,Vendue Inn,South-Carolina
12386,Villas at Foxwood Hills,South-Carolina
12387,"Walk Where the Civil War Began at Fort Sumter in Charleston, SC",South-Carolina
12388,Waters Edge Resort,South-Carolina
12389,Wentworth Mansion,South-Carolina
12390,WestGate Mall,South-Carolina
12391,Westgate Myrtle Beach Oceanfront Resort,South-Carolina
12392,Wild Dunes Resort,South-Carolina
12393,Woodlands Resort and Inn,South-Carolina
12394,Wyndham Ocean Boulevard,South-Carolina
12395,"Wyndham SeaWatch Plantation - Myrtle Beach, South Carolina",South-Carolina
12396,Bear Country USA,South-Dakota
12397,"Bramble Park Zoo in Watertown, South Dakota",South-Dakota
12398,Circle B Ranch Chuckwagon Supper & Western Music Show,South-Dakota
12399,Empire Mall,South-Dakota
12400,Fairfield Inn & Suites,South-Dakota
12401,"Great Plains Zoo in Sioux Falls, South Dakota",South-Dakota
12402,Hampton Inn Rapid City,South-Dakota
12403,Holiday Inn Express Hotel and Suites Keystone,South-Dakota
12404,Jewel Cave National Monument South Dakota,South-Dakota
12405,Journey Museum,South-Dakota
12406,Museum of Geology,South-Dakota
12407,Reptile Gardens,South-Dakota
12408,Rushmore Mall,South-Dakota
12409,Saloon #10,South-Dakota
12410,Shrine to Music Museum,South-Dakota
12411,South Dakota Town Assumes Bragging Rights as Geographic Center of the United States,South-Dakota
12412,The Berlin Wall in South Dakota,South-Dakota
12413,Watiki Indoor Waterpark,South-Dakota
12414,Adventure Quest,Tennessee
12415,Alum Cave Trail,Tennessee
12416,Amazing Mirror Maze,Tennessee
12417,American Museum of Science and Energy,Tennessee
12418,Athena and Parthenon Replica in Nashville,Tennessee
12419,Avenue Carriage Crossing,Tennessee
12420,Bays Mountain Park,Tennessee
12421,Bearskin Lodge on the River Hotel,Tennessee
12422,Bell Witch Cave and Cabin,Tennessee
12423,Big Cypress Tree State Park,Tennessee
12424,Big Hill Pond State Park,Tennessee
12425,Bristol Caverns,Tennessee
12426,Burgess Falls State Park,Tennessee
12427,Cannonsburgh Pioneer Village,Tennessee
12428,Carnton,Tennessee
12429,Carter House,Tennessee
12430,Casey Jones Village,Tennessee
12431,Cedar Creek Sports Center,Tennessee
12432,Cherohala Skyway,Tennessee
12433,Cherokee National Forest,Tennessee
12434,Children's Museum of Oak Ridge,Tennessee
12435,Clarion Inn & Suites,Tennessee
12436,College Square Mall,Tennessee
12437,Cool Springs Galleria,Tennessee
12438,Crowne Plaza Knoxville,Tennessee
12439,Cumberland Caverns,Tennessee
12440,Cumberland Mountain,Tennessee
12441,Dollywood's Splash Country Water Adventure Park,Tennessee
12442,Dollywood,Tennessee
12443,Doubletree Hotel Chattanooga,Tennessee
12444,Dunbar Cave,Tennessee
12445,Fall Creek Falls,Tennessee
12446,"FedExForum Memphis, Tennessee",Tennessee
12447,Floyd Garrett's Muscle Car Museum,Tennessee
12448,Foothills Mall,Tennessee
12449,Forbidden Caverns,Tennessee
12450,Gatlinburg Sky Lift,Tennessee
12451,Gatlinburg Space Needle and Family Fun Center,Tennessee
12452,Gatlinburg Town Square Resort,Tennessee
12453,Great Destination for Kids,Tennessee
12454,Great Smokies Flea Market,Tennessee
12455,Hamilton Place,Tennessee
12456,Hands On! Regional Museum,Tennessee
12457,Hickory Hollow Mall,Tennessee
12458,Hickory Ridge Mall,Tennessee
12459,Hidden Mountain Resorts,Tennessee
12460,Highland Manor Inn & Conference Center,Tennessee
12461,Hilton Garden Inn Chattanooga Downtown,Tennessee
12462,"Hilton Knoxville, TN - Hotel",Tennessee
12463,Ijams Nature Center,Tennessee
12464,Jack Daniels Distillery,Tennessee
12465,Kingsport Town Center,Tennessee
12466,Knoxville Center,Tennessee
12467,Knoxville Convention Center,Tennessee
12468,Knoxville Museum of Art,Tennessee
12469,"Knoxville Zoological Gardens in Knoxville, Tennessee",Tennessee
12470,Lane Motor Museum,Tennessee
12471,Laurel Falls,Tennessee
12472,Lost Sea Adventure,Tennessee
12473,LP Field,Tennessee
12474,Mabry Hazen House,Tennessee
12475,MagiQuest,Tennessee
12476,Mall at Green Hills,Tennessee
12477,Mall at Johnson City -Johnson City,Tennessee
12478,Market Square,Tennessee
12479,Memphis Zoo,Tennessee
12480,Montgomery Bell State Park,Tennessee
12481,Mount LeConte,Tennessee
12482,Museum of Appalachia,Tennessee
12483,Music Road Hotel,Tennessee
12484,Music Road Inn,Tennessee
12485,N.C. & St. L. Depot and Railroad Museum,Tennessee
12486,Nashville Zoo,Tennessee
12487,Natchez Trace State Park,Tennessee
12488,"National Civil Rights Museum in Memphis, TN Celebrates Civil Rights Movement",Tennessee
12489,Norris Dam State Park,Tennessee
12490,Northgate Mall,Tennessee
12491,Oak Court Mall,Tennessee
12492,Oak Ridge City Center,Tennessee
12493,Old City Neighborhood,Tennessee
12494,Old Stone Fort State Archaeological Park,Tennessee
12495,Opry Mills,Tennessee
12496,Paris Landing State Park,Tennessee
12497,Parrot Mountain & Gardens,Tennessee
12498,Peabody Place,Tennessee
12499,Pickett State Park and Forest,Tennessee
12500,Pigeon Forge Theaters,Tennessee
12501,Reelfoot Lake State Park,Tennessee
12502,Ripley's Aquarium of the Smokies,Tennessee
12503,Ripley's Haunted Adventure,Tennessee
12504,River Rage,Tennessee
12505,River Romp,Tennessee
12506,Rivergate Mall,Tennessee
12507,Rock Island State Park,Tennessee
12508,Shiloh National Military Park,Tennessee
12509,Shops of Saddle Creek,Tennessee
12510,Smoky Cove Chalet and Cabin Rentals,Tennessee
12511,Smoky Mountain River Rat,Tennessee
12512,Smoky Mountain Theater,Tennessee
12513,Sommet Center,Tennessee
12514,Southland Mall,Tennessee
12515,Star Cars Museum,Tennessee
12516,Stones River Mall,Tennessee
12517,Stones River National Battlefield,Tennessee
12518,Sunsphere Tower,Tennessee
12519,Tennessee Aquarium,Tennessee
12520,The Avenue Murfreesboro,Tennessee
12521,The Hermitage,Tennessee
12522,The Little River Railroad and Lumber Company Museum,Tennessee
12523,The Lodge at Buckberry Creek,Tennessee
12524,The Track,Tennessee
12525,Tims Ford State Park,Tennessee
12526,Trenton Teapot Museum,Tennessee
12527,Wahoo Zipline,Tennessee
12528,Warrior's Path State Park,Tennessee
12529,Wave Country,Tennessee
12530,West Town Mall,Tennessee
12531,Wolfchase Galleria,Tennessee
12532,WonderWorks,Tennessee
12533,"Abilene Zoological Gardens in Abilene, Texas",Texas
12534,Adolphus Hotel in Dallas,Texas
12535,Alamo Heights Neighborhood in San Antonio,Texas
12536,Alamo Quarry Shopping Center in San Antonio,Texas
12537,Alamo Village is an active movie set in Texas,Texas
12538,Alden-Houston,Texas
12539,Alibates Flint Quarries National Monument is a Lesson in History,Texas
12540,"Almeda Mall - Houston, TX",Texas
12541,Alta Vista Neighborhood in San Antonio,Texas
12542,Amarillo Botanical Gardens,Texas
12543,Amarillo Civic Center,Texas
12544,Amarillo Museum of Art,Texas
12545,Amarillo Zoo,Texas
12546,Ambassador Hotel Amarillo,Texas
12547,American Airlines Center,Texas
12548,American Airlines CR Smith Museum,Texas
12549,American Bank Convention Center,Texas
12550,American Wind Power Center,Texas
12551,Amerind Foundation Museum is an anthropological and archaeological museum,Texas
12552,Amon Carter Museum - Fort Worth TX -Cultural District American Art Museum,Texas
12553,Aquarena Center,Texas
12554,"Aquarium and Rain Forest at Moody Gardens in Galveston, Texas",Texas
12555,Arboretum neighborhood in Austin,Texas
12556,Arlington Convention Center,Texas
12557,Armand Bayou Nature Center,Texas
12558,Arneson River Theater in San Antonio,Texas
12559,Art Museum of Southwest Texas,Texas
12560,Art Walk in San Antonio,Texas
12561,Ashton Villa,Texas
12562,Asian Cultures Museum and Education Center,Texas
12563,AT&T Center in San Antonio,Texas
12564,Austin Arboretum Area,Texas
12565,Austin City Limits Music Festival,Texas
12566,Austin Downtown Area,Texas
12567,Austin Film Festival,Texas
12568,Austin Lyrics Opera,Texas
12569,Austin-Bergstrom International Airport,Texas
12570,Aztec On The River in San Antonio,Texas
12571,Bahia Mar Resort,Texas
12572,Ballet Austin,Texas
12573,Barton Creek Resort & Spa,Texas
12574,"Barton Creek Resort & Spa, Fazio Canyons Course, Austin, Texas - A Tom Fazio Signature Golf Course in the Hill Country Outside Austin",Texas
12575,"Barton Creek Resort & Spa, Fazio Foothills Course, Austin, Texas - A Tom Fazio Signature Golf Course With Plenty of Visual Impact and Challenge",Texas
12576,Barton Creek Square,Texas
12577,Barton Hills Neighborhood in Austin,Texas
12578,Barton Springs Pool in Austin,Texas
12579,Bass Performance Hall,Texas
12580,Bastrop State Park,Texas
12581,Battleship Texas,Texas
12582,Baymont Inn and Suites Galveston,Texas
12583,Bayou Place in Houston,Texas
12584,Bayou Wildlife Park is a place to experience an African Safari in America,Texas
12585,Best Western La Copa Inn & Suites,Texas
12586,Big Rocks Park,Texas
12587,Big Thicket National Preserve,Texas
12588,Billy Bob's Texas,Texas
12589,Bishop Arts District in Dallas,Texas
12590,Bishop's Palace,Texas
12591,Blanton Museum of Art,Texas
12592,Bob Hall Pier,Texas
12593,Boca Chica State Park is an undeveloped park in Texas,Texas
12594,Boerne City Park,Texas
12595,Boquillas Canyon,Texas
12596,Botanic Gardens,Texas
12597,Bouldin Creek Neighborhood in Austin,Texas
12598,Brackenridge Park in San Antonio,Texas
12599,Brentwood Neighborhood in Austin,Texas
12600,Broadway Square Mall,Texas
12601,Buddy Holly Center,Texas
12602,Bureau of Engraving and Printing - Fort Worth - TX - United States Department of Treasury Facility Producing Paper Currency,Texas
12603,Burger's Lake,Texas
12604,Butterfield Trail Golf Club,Texas
12605,Cadillac Ranch,Texas
12606,"Caldwell Zoo in Tyler, Texas",Texas
12607,"Cameron Park Zoo in Waco, Texas",Texas
12608,Canyon of the Eagles Nature Park,Texas
12609,Caprock Canyons State Park,Texas
12610,Casa Del Mar Beachfront Suites,Texas
12611,Cascade Caverns,Texas
12612,Cathedral of San Fernando in San Antonio,Texas
12613,Cavanaugh Flight Museum,Texas
12614,Cave without a Name,Texas
12615,Caverns of Sonora,Texas
12616,"Cedar Hill State Park over 1,800 acres of recreational space at Joe Pool Lake",Texas
12617,Cedars Neighborhood in Dallas,Texas
12618,Chestnut Square Historic Village,Texas
12619,Children's Museum of Houston,Texas
12620,Chinati Foundation,Texas
12621,Cielo Vista Mall,Texas
12622,Cityplace Neighborhood in Dallas,Texas
12623,Clarksville District neighborhood in Austin,Texas
12624,Cockrell Butterfly Center in Houston,Texas
12625,Collin Creek Mall,Texas
12626,Colorado Bend State Park,Texas
12627,Comal River,Texas
12628,Commodore on the Beach,Texas
12629,Corpus Christi Botanical Gardens,Texas
12630,Corpus Christi Museum of Science and History,Texas
12631,Cotton Bowl Stadium in Dallas,Texas
12632,Courtyard by Marriott Fort Worth Downtown/Blackstone,Texas
12633,Cowboys Stadium,Texas
12634,Crockett Hotel,Texas
12635,Crowne Plaza Houston Downtown,Texas
12636,Crowne Plaza San Antonio Riverwalk,Texas
12637,Cynthia Woods Mitchell Pavilion,Texas
12638,Dallas Alley Nightclubs,Texas
12639,Dallas Arboretum and Botanical Gardens,Texas
12640,Dallas Arts District,Texas
12641,Dallas Love Field,Texas
12642,Dallas Museum of Art,Texas
12643,Dallas Museum of Natural History,Texas
12644,Dallas World Aquarium,Texas
12645,Dallas Zoo,Texas
12646,Dallas/Fort Worth International Airport,Texas
12647,Davis Mountains State Park,Texas
12648,Deep Eddy Pool in Austin,Texas
12649,Deep Ellum Neighborhood in Dallas,Texas
12650,Deerbrook Mall,Texas
12651,Dinosaur Valley State Park,Texas
12652,Dixie Dude Ranch,Texas
12653,Don Harrington Discovery Center,Texas
12654,Doubletree Guest Suites Austin,Texas
12655,Doubletree Guest Suites Houston,Texas
12656,Doubletree Hotel Houston Downtown,Texas
12657,Downtown Aquarium in Houston,Texas
12658,Dr. Pepper Museum,Texas
12659,Drury Inn & Suites Riverwalk,Texas
